00Annotation	counts.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2.hg38.nobarcode	counts.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6.hg38.nobarcode	counts.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8.hg38.nobarcode	counts.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9.hg38.nobarcode	counts.Mast%20cell%2c%20donor4.CNhs12592.11567-120E1.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor5.CNhs13925.11940-126A5.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor8.CNhs13927.11942-126A7.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor5.CNhs13924.11939-126A4.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor8.CNhs13926.11941-126A6.hg38.nobarcode
RPS13	700	3764	2127	2742	3157	3599	937	3289	2717
RPS13P2	0	38	18	25	23	19	9	34	67
RPS14	35	446	310	550	475	308	70	497	224
RPS14P8	18	218	173	255	212	129	33	208	177
RPS15	178	1054	527	697	905	1765	209	1945	729
RPS15A	176	879	358	557	619	1166	134	1314	421
RPS15AP11	127	356	141	196	232	412	62	354	211
RPS15AP14	19	211	71	89	113	220	90	220	239
RPS15AP17	1	0	0	1	5	3	0	3	5
RPS15AP24	72	205	73	105	149	197	57	181	101
RPS15AP40	13	112	44	46	52	97	18	80	68
RPS15P5	59	338	207	302	360	305	94	377	322
RPS16	653	3316	2689	3234	4531	3119	846	3417	3453
RPS17	71	420	198	242	245	855	118	482	309
RPS17P2	5	33	13	19	22	17	5	21	11
RPS17P5	0	10	3	13	3	6	1	8	10
RPS17P7	0	1	0	0	2	3	0	1	1
RPS18	167	2492	1069	1741	1518	1919	781	1998	1557
RPS18P12	21	256	105	162	127	237	45	146	183
RPS18P9	0	6	6	6	3	14	0	8	19
RPS19	34	469	97	187	195	456	107	545	392
RPS19BP1	52	488	148	178	235	524	159	777	522
RPS19P1	143	1172	277	487	530	630	237	827	719
RPS2	20	349	132	214	217	315	124	401	381
RPS20	576	5432	2703	4798	4496	4399	1172	5607	3893
RPS20P14	0	6	4	6	4	3	2	6	1
RPS21	130	2096	849	1461	1103	2228	525	1961	1528
RPS21P2	0	4	0	2	1	2	0	5	0
RPS21P4	6	31	9	24	21	25	3	16	18
RPS21P8	0	0	0	0	0	0	0	0	0
RPS23	1047	5799	2463	3769	3480	4924	1183	5617	3176
RPS23P2	6	36	21	34	19	47	8	46	27
RPS23P7	1	8	4	5	5	8	0	7	2
RPS24	3792	18541	8782	12133	12082	17074	5728	12162	13205
RPS24P16	0	5	1	3	2	6	1	1	0
RPS24P19	11	21	2	10	5	63	10	22	12
RPS24P8	3	38	6	1	3	51	0	18	6
RPS25	925	7620	4603	7471	5182	10069	2828	6824	5923
RPS26	79	158	79	128	107	359	84	297	174
RPS26P15	0	0	0	0	0	0	3	0	9
RPS26P2	0	1	1	0	0	2	1	1	2
RPS26P28	2	10	2	0	5	8	2	2	12
RPS26P3	188	511	92	146	151	797	35	572	105
RPS26P31	1	9	0	1	2	5	2	0	8
RPS26P35	0	4	0	1	0	4	0	3	3
RPS26P38	0	0	0	0	0	1	0	0	2
RPS26P40	0	0	0	0	0	0	1	0	6
RPS26P47	0	0	0	0	0	0	6	0	20
RPS26P49	1	1	0	0	0	0	0	0	1
RPS26P52	0	0	0	0	0	0	1	0	6
RPS26P54	4	44	9	8	14	59	25	44	66
RPS26P58	3	13	7	4	5	18	2	15	21
RPS26P6	0	0	0	0	0	0	0	0	5
RPS26P8	0	2	1	0	1	0	1	1	3
RPS27	180	3641	1611	3266	2311	2101	557	2071	1549
RPS27A	51	330	99	159	120	400	83	375	204
RPS27AP1	0	12	4	2	4	10	2	4	8
RPS27AP11	0	1	1	0	1	1	0	1	0
RPS27AP12	108	1989	518	865	859	1086	347	1241	778
RPS27AP19	0	8	3	2	2	1	3	5	4
RPS27AP5	1	9	5	2	7	5	0	5	8
RPS27L	383	4305	669	1158	1234	7127	698	6814	3576
RPS27P10	0	0	0	0	1	0	0	0	1
RPS27P21	0	6	1	7	2	4	4	9	1
RPS27P25	0	8	2	7	5	5	4	8	8
RPS28	2	30	10	10	10	37	4	45	23
RPS28P5	0	4	0	4	1	4	2	5	2
RPS29	14	858	294	626	277	808	281	630	503
RPS29P11	2	58	23	56	20	40	25	39	22
RPS29P15	0	0	1	0	0	0	0	1	1
RPS29P16	0	5	2	3	2	1	4	2	1
RPS29P5	0	6	2	3	1	3	1	4	3
RPS29P6	0	1	0	2	2	1	0	0	1
RPS2P1	0	3	1	3	1	2	1	0	1
RPS2P44	0	0	0	1	2	1	0	2	2
RPS2P48	0	3	2	4	7	2	3	1	3
RPS2P5	2	25	10	23	22	23	6	19	74
RPS2P7	0	4	4	1	5	4	0	7	4
RPS3	488	5924	2155	3289	3538	3733	1272	5915	4641
RPS3A	73	398	163	230	251	461	81	507	238
RPS3AP20	0	1	0	0	2	1	0	1	2
RPS3AP21	0	16	3	4	14	9	7	25	11
RPS3AP22	0	5	0	0	1	1	0	2	0
RPS3AP25	0	3	1	3	1	1	2	6	3
RPS3AP4	0	2	0	1	1	1	0	3	1
RPS3AP47	0	2	3	3	4	4	1	1	3
RPS3AP49	0	3	2	4	3	2	0	5	9
RPS3AP5	0	3	3	4	3	6	3	8	29
RPS3AP6	0	5	1	3	4	8	2	6	7
RPS3AP7	0	3	2	4	3	2	0	4	3
RPS4X	217	458	276	370	401	903	147	551	351
RPS4XP11	3	13	7	4	11	12	3	15	6
RPS4XP14	9	24	7	15	9	10	5	14	21
RPS4XP16	2	53	28	41	51	39	20	68	82
RPS4XP17	0	21	14	22	23	20	6	17	14
RPS4XP22	12	51	31	50	62	29	8	41	34
RPS4XP3	0	1	1	0	2	3	0	2	0
RPS4XP6	0	0	1	0	0	0	1	1	2
RPS4XP7	1	21	15	15	14	16	7	18	18
RPS4XP8	9	132	86	86	144	47	10	80	47
RPS4XP9	0	1	1	1	0	2	1	0	2
RPS4Y1	0	0	0	0	0	0	0	0	0
RPS4Y2	0	0	0	0	0	0	0	0	0
RPS5	418	4519	2626	3260	4368	3780	1626	4176	4416
RPS5P8	0	2	0	0	0	0	0	0	0
RPS6	472	4314	3239	4875	5374	3418	626	2898	3150
RPS6KA1	36	445	159	207	296	488	132	400	407
RPS6KA2	0	1	59	78	178	3	0	2	2
RPS6KA3	777	678	407	573	648	574	197	419	463
RPS6KA4	1	173	36	65	86	147	21	216	178
RPS6KA5	96	693	717	1060	886	711	29	524	400
RPS6KA6	4	1	0	0	0	0	0	0	1
RPS6KB1	256	413	295	420	425	590	104	393	363
RPS6KB2	30	193	100	173	164	205	20	214	167
RPS6KB2-AS1	0	0	0	0	0	0	0	0	0
RPS6KC1	39	308	75	113	168	260	60	281	211
RPS6KL1	3	32	14	22	16	24	4	49	34
RPS7	68	345	150	204	183	583	74	435	135
RPS7P1	0	1	0	1	0	0	0	2	0
RPS7P10	4	16	12	10	8	10	3	10	21
RPS7P11	3	9	1	4	4	25	3	12	7
RPS7P3	18	238	125	115	139	144	23	128	191
RPS7P4	0	0	0	0	1	0	0	0	0
RPS7P5	0	0	0	0	0	0	0	0	0
RPS7P7	1	0	0	0	0	0	0	0	0
RPS8	19	103	68	116	98	205	46	155	93
RPS8P10	0	0	0	0	0	0	0	0	0
RPS8P4	1	19	5	2	3	12	4	8	8
RPS9	285	2896	1107	2366	1651	2081	387	2988	1970
RPSA	51	1150	416	457	660	1249	309	1462	1247
RPSAP19	0	3	0	2	2	3	2	6	5
RPSAP28	0	0	0	0	0	0	0	0	0
RPSAP3	2	30	4	8	11	41	15	27	25
RPSAP51	0	0	0	0	0	0	0	0	0
RPSAP52	0	0	0	0	0	0	0	0	0
RPSAP58	3	24	54	168	126	19	8	39	43
RPSAP60	0	0	0	0	0	0	0	0	0
RPSAP69	0	1	0	0	0	1	0	2	2
RPTN	0	0	0	0	0	0	0	0	0
RPTOR	31	243	133	190	203	358	62	254	208
RPUSD1	2	90	57	84	69	77	27	123	126
RPUSD2	8	47	14	24	27	51	8	40	23
RPUSD3	9	162	76	133	87	175	35	236	165
RPUSD4	22	98	26	40	46	91	30	108	86
RRAD	81	82	3384	2467	4081	22	127	2	30
RRAGA	233	890	577	943	1125	955	203	1206	734
RRAGB	32	234	69	102	109	153	24	163	112
RRAGC	6	71	32	73	60	55	1	46	42
RRAGD	71	429	159	222	363	186	36	252	151
RRAS	33	320	167	288	289	123	48	237	262
RRAS2	21	44	112	175	141	73	40	59	53
RRBP1	821	2113	731	1160	1414	1418	383	1295	1139
RREB1	301	462	312	459	574	401	82	357	301
RRH	0	0	0	0	0	0	0	0	0
RRM1	129	473	124	138	168	308	58	419	315
RRM2	232	957	24	10	13	336	270	1307	1813
RRM2B	77	219	106	191	182	186	37	189	263
RRN3P1	0	1	2	5	3	12	1	3	2
RRN3P2	31	80	35	53	57	69	6	48	16
RRN3P3	0	1	0	0	1	3	1	1	0
RRP1	18	162	47	58	83	147	37	114	77
RRP12	39	73	302	273	400	107	66	46	26
RRP15	161	251	106	139	153	323	39	183	71
RRP1B	14	164	361	530	746	163	30	170	123
RRP36	209	705	161	233	292	818	241	818	567
RRP7A	11	127	77	154	138	122	29	150	104
RRP7BP	3	28	23	37	39	43	9	22	39
RRP8	53	217	107	142	163	221	50	204	191
RRP9	17	76	41	66	73	100	63	137	71
RRS1	70	228	41	79	70	248	53	226	114
RRS1-AS1	0	5	0	0	1	2	0	4	3
RS1	0	0	0	0	0	0	0	0	0
RSAD1	4	79	91	161	91	128	26	163	136
RSAD2	87	619	10	5	12	59	18	168	225
RSBN1	17	176	206	322	352	145	18	125	133
RSBN1L	41	434	214	270	406	356	50	257	234
RSF1	322	360	194	308	290	332	54	209	254
RSKR	0	0	0	0	0	0	0	0	0
RSL1D1	652	955	411	667	664	1121	152	587	316
RSL24D1	155	843	394	729	786	1001	212	803	441
RSPH1	0	0	0	0	0	0	0	0	0
RSPH14	0	0	2	11	2	0	0	0	0
RSPH3	5	31	23	43	45	99	27	24	30
RSPH4A	0	1	0	0	0	0	0	0	0
RSPH6A	0	0	0	0	0	0	0	0	0
RSPH9	4	6	9	12	33	0	11	6	29
RSPO1	0	0	8	2	3	0	0	0	0
RSPO2	0	0	1	0	0	0	0	0	0
RSPO3	0	0	3	2	3	0	0	0	0
RSPO4	0	0	0	2	1	0	0	0	0
RSPRY1	80	226	73	104	106	204	30	199	136
RSRC1	567	831	295	502	477	912	88	712	460
RSRC2	1595	1030	696	885	1089	1091	163	661	513
RSRP1	449	1426	813	971	1329	2032	230	1776	1692
RSU1	521	1445	324	503	368	1404	128	1256	729
RTBDN	0	0	0	0	0	0	0	0	0
RTCA	421	711	262	323	534	911	155	695	445
RTCA-AS1	5	34	11	16	15	19	0	24	12
RTCB	114	581	139	200	189	556	120	517	310
RTEL1	12	141	63	107	133	216	44	191	169
RTF1	501	756	448	797	691	561	70	441	383
RTF2	401	1047	376	725	591	883	152	921	642
RTKN	0	2	10	20	14	2	2	4	2
RTKN2	5	25	2	2	0	18	5	32	21
RTL1	0	0	0	0	0	0	0	0	0
RTL5	12	23	108	131	167	44	12	46	104
RTL6	30	137	39	52	59	123	35	97	72
RTL8A	166	579	212	291	394	615	57	580	272
RTL8B	1	9	34	91	102	2	3	1	7
RTL8C	518	1323	551	838	771	1313	161	1269	658
RTL9	0	0	0	0	0	0	0	0	0
RTN1	0	0	2	2	3	1	0	0	0
RTN2	33	209	47	81	75	115	23	183	218
RTN3	285	1250	142	275	278	761	129	823	482
RTN3P1	3	17	3	4	3	14	0	16	7
RTN4	155	1975	1236	1654	2012	1789	266	1535	977
RTN4IP1	10	30	9	7	11	27	3	34	14
RTN4R	0	3	0	0	3	2	1	5	3
RTN4RL1	0	3	1	11	15	9	0	13	3
RTN4RL2	5	75	23	32	60	7	13	16	48
RTP3	0	0	0	0	0	0	0	0	0
RTP4	12	257	1	4	14	90	9	185	81
RTP5	0	0	0	0	0	0	0	0	0
RTRAF	542	2261	560	891	867	2409	510	2240	1331
RTTN	117	189	118	163	195	313	37	201	159
RUBCN	34	213	67	99	138	195	32	239	130
RUBCNL	0	0	0	4	1	0	0	0	0
RUFY1	28	238	108	212	267	254	37	259	261
RUFY2	39	103	64	100	106	149	18	107	94
RUFY3	38	168	105	145	176	206	55	146	123
RUFY4	0	0	0	0	0	0	0	0	0
RUNDC1	21	118	41	78	99	137	35	120	130
RUNDC3A	0	4	0	1	0	1	0	5	3
RUNDC3A-AS1	0	0	0	0	0	0	0	0	0
RUNDC3B	0	0	0	1	2	0	0	0	0
RUNX1	1981	3353	283	408	537	4006	447	2133	2210
RUNX1T1	0	0	9	2	6	0	0	0	0
RUNX2	42	44	346	1281	468	150	22	28	138
RUNX2-AS1	0	0	0	0	0	0	0	0	0
RUNX3	26	499	431	405	759	382	47	295	610
RUSC1	39	154	82	116	157	168	49	214	254
RUSC1-AS1	0	0	0	0	0	0	0	0	0
RUSC2	24	319	165	211	229	342	50	349	214
RUSF1	8	169	168	253	233	286	34	288	124
RUVBL1	81	247	86	81	170	458	118	349	203
RUVBL1-AS1	3	38	100	43	147	42	1	30	9
RUVBL2	19	112	82	107	164	202	45	157	94
RWDD1	257	816	246	394	382	920	146	615	461
RWDD2A	14	14	24	20	41	42	9	43	34
RWDD2B	16	84	33	63	48	75	15	90	49
RWDD3	46	213	86	140	98	181	28	159	111
RWDD4	39	165	82	122	162	282	51	263	155
RXFP1	0	0	1	0	0	0	0	0	0
RXFP2	0	0	0	0	0	0	0	0	0
RXRA	12	479	557	602	1147	474	118	406	647
RXRB	17	373	298	417	517	449	132	464	467
RXRG	0	1	0	0	0	0	0	0	0
RXYLT1	15	99	43	75	74	130	33	79	79
RYBP	5	36	25	26	16	43	9	20	17
RYK	5	238	172	249	257	185	29	225	193
RYR1	3	23	14	40	35	25	91	20	109
RYR2	0	0	1	0	1	0	0	0	0
RYR3	3	18	223	272	228	7	2	5	1
S100A1	3	1	5	2	22	2	0	4	1
S100A10	918	2046	2377	1901	3802	2291	520	3078	1159
S100A11	17584	10790	1856	2295	3295	17194	4123	11621	11434
S100A12	0	0	1	0	1	0	0	0	0
S100A13	25	234	110	62	115	134	34	183	133
S100A14	0	0	3	5	3	0	0	0	0
S100A16	0	0	14	8	11	0	0	0	1
S100A2	0	2	6	3	7	2	0	4	1
S100A3	0	0	2	0	2	1	0	0	1
S100A4	457	7172	2323	3469	3758	7644	2035	14776	5678
S100A5	1	14	3	6	1	17	0	14	9
S100A6	357	4965	2699	3261	3731	3421	750	10201	1882
S100A7	0	0	0	0	0	0	1	0	0
S100A7A	0	0	0	0	0	0	0	0	0
S100A8	0	0	1	0	0	0	1	0	0
S100A9	0	0	0	0	2	0	0	0	0
S100B	0	1	3	4	8	0	0	0	0
S100G	0	0	0	0	0	0	0	0	0
S100P	0	0	11	53	3	0	0	0	0
S100PBP	12	119	57	74	90	65	14	107	63
S100Z	1	0	0	0	0	1	1	0	1
S1PR1	75	45	16	16	14	80	40	38	150
S1PR2	8	72	14	15	31	50	43	50	152
S1PR3	0	0	1	1	2	0	0	0	0
S1PR4	0	0	0	0	0	0	0	0	0
S1PR5	0	0	0	0	0	0	0	0	0
SAA1	0	0	0	1	9	0	0	0	0
SAA2	0	0	0	0	0	0	0	0	0
SAA2,p1@SAA2-SAA4	0	0	0	0	0	0	0	0	0
SAA2,p2@SAA2-SAA4	0	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	1	0	0	0
SAAL1	24	125	38	51	42	137	15	167	93
SAC3D1	0	49	15	32	38	21	18	84	127
SACM1L	103	501	153	192	234	733	94	425	299
SACS	69	63	78	66	134	89	28	46	66
SACS-AS1	0	0	0	0	0	0	0	0	0
SAE1	47	313	155	181	200	326	29	376	188
SAFB	392	794	586	777	858	1045	165	735	628
SAFB2	573	598	409	670	798	755	141	549	654
SAG	0	0	0	0	0	0	0	0	0
SAGE1	0	1	0	0	0	1	0	0	1
SALL1	1	0	0	0	0	0	0	0	0
SALL2	0	4	15	30	17	3	0	7	6
SALL3	0	0	0	0	0	0	0	0	0
SALL4	0	0	0	0	0	0	0	0	0
SAMD1	0	239	141	116	248	116	62	209	484
SAMD10	1	49	8	10	10	16	2	2	20
SAMD11	0	0	0	0	0	12	1	0	4
SAMD12	0	0	1	2	0	0	0	0	0
SAMD12-AS1	0	0	0	0	0	0	0	0	0
SAMD13	0	13	28	49	54	9	0	19	6
SAMD14	81	856	63	95	172	303	34	883	620
SAMD15	1	1	2	5	7	2	3	0	2
SAMD3	0	0	4	2	6	1	0	0	0
SAMD4A	25	23	440	560	714	34	69	52	119
SAMD4B	22	70	139	227	276	78	11	86	71
SAMD5	0	0	2	0	1	0	0	3	1
SAMD7	0	0	0	0	0	0	0	0	0
SAMD8	107	119	139	242	183	226	30	107	93
SAMD9	437	425	83	109	133	342	37	226	232
SAMD9L	2859	1225	89	122	165	1401	37	855	193
SAMHD1	12	43	157	324	185	42	8	47	60
SAMM50	46	266	111	172	211	454	72	507	277
SAMMSON	0	0	0	0	0	0	0	0	0
SAMSN1	1867	11876	1423	2692	2611	11144	1519	12287	9063
SANBR	11	101	23	40	46	45	10	90	55
SAP130	67	143	82	146	173	95	24	95	145
SAP18	279	1201	938	1132	1376	1656	230	1490	983
SAP25	0	0	0	0	0	0	0	0	0
SAP30	33	664	223	281	383	350	77	302	274
SAP30-DT	4	24	26	31	69	28	10	17	24
SAP30BP	147	396	255	310	400	328	48	260	175
SAP30L	2	101	60	40	88	63	15	97	87
SAP30L-AS1	12	26	6	5	9	24	2	21	36
SAPCD1	0	0	0	0	0	0	0	0	0
SAPCD2	0	40	5	7	16	29	12	88	83
SAR1A	456	1031	442	507	540	896	270	920	450
SAR1B	249	424	144	220	218	636	144	440	203
SARAF	573	3932	2770	3679	4552	4139	740	3782	3638
SARDH	3	64	1	10	9	111	11	27	23
SARM1	24	185	123	178	251	272	59	186	173
SARNP	78	396	123	181	168	278	44	258	134
SARS1	137	791	460	650	721	994	181	873	466
SARS2	2	64	24	30	24	92	12	89	34
SART1	58	410	249	351	350	419	117	333	410
SART3	169	401	189	311	374	397	83	321	259
SASH1	1	0	11	9	10	2	0	0	0
SASH3	26	1240	18	36	14	802	158	1066	1298
SASS6	41	105	13	24	19	85	20	75	87
SAT1	3767	10090	5247	8747	6395	2589	846	5728	2243
SAT2	19	358	135	212	234	260	27	437	222
SATB1	94	119	148	233	226	266	30	151	165
SATB1,p3@TBC1D5	11	3	2	3	4	21	2	3	4
SATB1-AS1	2	5	9	21	17	53	0	21	16
SATB2	38	9	1	3	1	1	3	2	1
SATB2-AS1	0	0	1	0	1	1	0	0	2
SATL1	0	0	0	0	0	0	0	0	0
SAV1	28	51	76	139	159	54	12	36	40
SAXO1	0	15	12	30	34	17	5	9	19
SAXO2	1	3	1	2	1	2	1	3	5
SAYSD1	21	42	35	43	62	83	1	46	23
SBDS	1053	493	837	1287	1326	703	137	612	318
SBDSP1	364	363	364	595	654	421	137	336	236
SBF1	4	95	64	88	121	99	29	102	89
SBF2	76	231	86	185	139	251	15	238	50
SBF2-AS1	7	19	42	59	48	30	4	38	25
SBK1	0	8	2	0	1	1	0	2	8
SBK2	0	0	0	0	0	0	0	0	0
SBNO1	12	54	12	21	42	45	15	53	36
SBNO1-AS1	3	20	1	8	6	25	3	13	15
SBNO2	32	363	311	532	499	299	47	266	387
SBSN	0	0	0	0	0	0	0	0	0
SBSPON	0	0	0	2	1	0	0	0	0
SC5D	228	582	99	192	142	524	86	875	358
SCAF1	45	193	121	166	199	135	21	81	86
SCAF11	312	734	432	692	667	683	108	585	411
SCAF4	188	492	299	543	521	376	78	349	345
SCAF8	132	674	516	851	867	855	132	665	556
SCAI	27	66	74	79	101	91	7	105	66
SCAMP1	93	314	159	187	214	408	61	284	235
SCAMP1-AS1	8	61	16	37	27	54	7	65	47
SCAMP2	127	1618	459	768	941	1325	244	1806	1458
SCAMP3	51	577	233	326	415	888	171	731	543
SCAMP4	0	9	3	5	7	9	3	9	5
SCAMP5	0	9	0	1	0	1	0	4	4
SCAND1	48	608	359	625	550	623	157	972	838
SCAND2P	10	112	11	37	23	104	15	90	49
SCAP	13	195	78	94	124	227	28	208	154
SCAPER	80	129	114	157	165	117	12	88	66
SCARA3	0	0	1	1	1	0	0	0	0
SCARA5	0	0	4	1	0	0	0	0	0
SCARB1	0	2	13	13	36	5	0	11	4
SCARB2	14	155	168	302	354	246	17	237	175
SCARF1	3	124	34	106	104	27	27	94	237
SCARF2	0	0	8	3	6	1	0	0	1
SCARNA1	0	2	0	3	0	0	0	0	0
SCARNA10	1	20	1	8	3	25	6	33	14
SCARNA11	0	3	0	0	0	3	1	3	1
SCARNA12	0	3	0	0	1	5	0	5	1
SCARNA13	1	1	1	4	5	3	2	4	2
SCARNA14	0	0	0	0	0	0	0	0	0
SCARNA17	1	24	49	48	47	22	9	45	62
SCARNA17,p1@SNHG22	729	6434	7071	7813	8241	5945	1200	6776	5745
SCARNA2	96	11198	29212	34702	41274	7038	1240	13570	6861
SCARNA21	80	78	27	52	66	38	43	70	74
SCARNA22	0	0	0	2	0	0	0	1	0
SCARNA28	1	24	7	6	2	22	2	1	9
SCARNA5	0	2	8	2	1	4	0	2	1
SCARNA7	20	471	91	127	94	376	42	123	133
SCARNA9	13	64	32	28	21	39	9	20	17
SCARNA9L	1	0	0	0	0	0	0	0	0
SCART1	0	8	0	2	1	0	2	1	2
SCAT1	1	1	0	0	0	4	2	1	13
SCAT8	0	0	0	0	0	0	0	0	0
SCCPDH	42	486	144	222	168	440	78	510	298
SCD	757	2208	40	31	69	1521	63	633	19
SCD5	4	35	19	32	12	34	6	53	42
SCDP1	15	21	1	0	0	9	0	9	0
SCEL	0	0	6	19	4	0	0	0	0
SCFD1	224	546	213	318	335	746	85	485	239
SCFD2	120	267	92	121	140	353	84	453	181
SCG2	10	7	90	488	35	20	0	3	1
SCG3	0	0	1	0	0	0	0	0	0
SCG5	1	0	0	0	0	0	0	0	0
SCGB1A1	0	0	0	0	0	0	0	0	0
SCGB1B2P	2	10	83	170	257	22	2	11	6
SCGB1C1	0	0	0	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	9	11	26	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	3	17	4	0	0	0	0
SCGB2A2	0	0	121	143	405	0	0	0	0
SCGB2B2	0	0	0	0	0	1	0	0	0
SCGB3A1	0	0	4	4	7	0	0	0	0
SCGB3A2	0	0	0	0	0	0	0	0	0
SCGN	0	0	0	0	1	0	0	0	0
SCHIP1	9	5	16	97	114	15	2	17	25
SCHLAP1	0	0	0	0	0	0	0	0	0
SCIMP	0	0	0	0	0	1	0	0	1
SCIN	3	15	6	5	25	25	4	27	33
SCIRT	0	0	6	6	10	1	0	0	0
SCLT1	88	168	420	549	797	195	26	177	165
SCLY	10	104	15	27	17	72	8	100	65
SCMH1	5	77	56	86	83	25	1	51	33
SCML1	53	59	118	282	205	117	21	66	58
SCML2	3	5	0	2	1	6	0	9	2
SCML4	0	0	2	5	1	1	0	0	0
SCN11A	1	10	2	9	9	2	1	1	3
SCN1A	1	0	1	0	1	0	0	0	2
SCN1A-AS1	0	0	0	0	0	0	0	0	0
SCN1B	0	12	54	108	89	22	1	100	27
SCN2A	0	0	1	0	0	0	0	0	1
SCN2B	0	0	0	0	0	0	0	1	0
SCN3A	0	0	1	0	0	0	0	0	0
SCN3B	1	0	0	0	2	0	0	0	0
SCN4A	0	0	0	0	0	0	0	0	0
SCN4B	0	0	0	1	0	0	0	0	0
SCN5A	0	0	0	1	2	0	0	0	0
SCN7A	0	0	1	0	3	0	0	0	0
SCN8A	1	2	2	0	1	0	0	5	1
SCN9A	1	0	12	33	31	0	4	0	2
SCNM1	75	294	141	202	210	283	43	302	234
SCNM1,p1@TNFAIP8L2	41	241	31	35	48	110	38	196	295
SCNN1A	0	0	6	8	15	0	0	1	0
SCNN1B	0	0	4	2	8	0	0	0	0
SCNN1D	1	16	8	19	25	23	3	22	20
SCNN1G	0	0	7	6	17	0	0	0	0
SCO1	76	222	38	69	93	251	47	186	135
SCO2	5	198	59	41	130	78	36	164	61
SCOC	138	597	91	185	174	707	81	556	266
SCOC-AS1	4	41	7	18	14	56	5	45	35
SCP2	358	2096	554	831	802	2154	347	2217	1247
SCP2D1	0	0	0	0	0	0	0	0	0
SCPEP1	8	77	58	82	103	212	9	204	61
SCRG1	0	0	0	1	0	0	0	0	3
SCRIB	0	85	39	58	81	76	19	88	133
SCRN1	0	0	2	4	5	0	0	0	2
SCRN2	4	53	32	62	76	48	10	95	58
SCRN3	43	209	40	75	96	294	36	264	148
SCRT1	0	0	0	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0	0	0	0
SCT	0	0	0	0	0	0	0	0	0
SCTR-AS1	0	0	0	0	0	0	0	0	0
SCUBE1	0	22	9	3	3	14	1	39	4
SCUBE1-AS1	0	0	0	0	0	0	0	0	0
SCUBE2	0	0	3	0	1	0	0	0	1
SCUBE3	0	0	0	0	0	0	0	0	0
SCX	1	1	14	2	15	5	10	0	27
SCYL1	40	427	167	252	262	383	92	322	306
SCYL2	426	875	306	472	506	788	249	658	599
SCYL3	9	138	40	70	77	111	30	100	116
SDAD1	318	402	124	225	235	644	103	322	198
SDAD1-AS1	0	0	0	0	0	0	0	0	0
SDAD1P1	2	28	12	25	26	31	4	18	15
SDC1	0	2	9	4	27	0	0	3	0
SDC2	1	0	26	9	20	0	0	0	1
SDC3	17	284	142	147	211	205	23	263	66
SDC4	129	42	131	157	145	183	67	12	34
SDCBP	5643	4432	2578	2770	3881	4152	1074	3011	1698
SDCBP2	0	0	12	17	32	2	0	1	3
SDCBP2-AS1	17	115	58	153	94	154	20	99	71
SDCCAG8	44	285	209	301	348	307	39	259	274
SDE2	209	228	318	345	448	214	26	190	129
SDF2	28	175	76	66	110	196	43	277	174
SDF2L1	45	169	71	80	98	192	63	241	61
SDF4	46	657	480	586	784	988	259	721	795
SDHA	47	407	153	308	342	396	68	383	355
SDHAF1	13	131	61	73	79	98	25	162	140
SDHAF2	86	544	187	296	314	527	71	468	252
SDHAF3	5	96	36	62	54	181	14	150	53
SDHAF4	16	119	48	76	90	170	14	163	59
SDHAP3	5	24	22	74	56	21	5	27	33
SDHB	61	467	130	208	182	593	77	655	334
SDHC	71	519	135	239	226	811	81	738	376
SDHCP3	0	1	0	0	0	0	0	0	1
SDHD	60	374	67	132	113	622	47	510	271
SDK1	0	2	30	18	33	0	0	3	3
SDK2	3	16	10	5	12	1	5	13	42
SDR16C5	0	0	0	0	2	0	0	0	0
SDR39U1	67	349	141	274	246	311	59	339	218
SDR42E1	0	0	1	1	1	0	0	0	0
SDR9C7	0	0	0	0	0	0	0	0	0
SDS	0	0	0	2	0	0	0	0	0
SDSL	9	156	53	73	68	159	20	341	65
SEC11A	465	1852	516	758	832	1694	478	1840	1075
SEC11C	250	656	184	243	258	2312	236	662	313
SEC13	279	551	239	386	370	766	186	651	304
SEC13P1	12	22	12	10	8	25	14	11	6
SEC14L1	41	475	85	154	157	286	49	314	355
SEC14L1,p1@SNHG20	8	134	55	129	76	233	29	168	118
SEC14L2	58	38	79	303	114	98	59	17	37
SEC14L4	0	0	1	0	0	0	0	0	0
SEC14L5	0	0	0	0	0	0	0	0	0
SEC14L6	0	20	2	16	3	5	1	29	12
SEC16A	63	503	354	329	594	568	95	402	412
SEC16B	0	3	0	0	0	0	0	0	0
SEC22A	87	138	54	89	104	146	17	113	83
SEC22B	677	1716	489	767	693	1977	355	1315	739
SEC22C	102	786	248	371	469	630	104	829	423
