logFC	AveExpr	t	P.Value	adj.P.Val	B
EBNA1BP2	0.503339912834698	5.64643273188633	2.1041327561012	0.0480134867830675	0.984113259833708	-4.43493209012293
NSFL1C	-0.810303526329891	5.89728238487571	-2.03803711334713	0.0547793432326682	0.984113259833708	-4.43516990099433
PPP2R5A	-0.721711978754537	6.93023935055233	-1.9889889564049	0.0603399474112649	0.984113259833708	-4.43522181106633
ALG5	0.643635160279797	6.02902098320893	2.00049353840509	0.0589922905267531	0.984113259833708	-4.43532272075927
ACTN4	-0.635988770166712	7.92725902056827	-1.99939986929681	0.0591192393210667	0.984113259833708	-4.43551852286014
LMBRD2	1.23254158967941	4.63004158111737	2.55217943188741	0.0188469489088049	0.984113259833708	-4.43557001526185
TPST2	-0.840850341921126	6.29768271503487	-2.0219155208729	0.0565542820638463	0.984113259833708	-4.43575720461924
TBC1D20	-0.666175839592107	5.78856960687794	-2.01260371658333	0.0576027619973599	0.984113259833708	-4.43615240133759
REEP5	0.468792139250492	7.05164537123831	1.98463931310571	0.0608565709135698	0.984113259833708	-4.43615877590861
SERTAD1	-1.31656569771265	4.89411367674081	-2.21059514323418	0.0386896170393121	0.984113259833708	-4.43619814548335
PPP6C	0.699102952029991	5.20021764023519	2.16161151788979	0.0427532177157784	0.984113259833708	-4.43635557907723
ZNF277	0.916150775524099	4.82553113933975	2.44457408826216	0.0237343658956599	0.984113259833708	-4.43659382670276
TES	1.45221850930793	4.53267087613383	2.28781243920882	0.0329952728277524	0.984113259833708	-4.43673238159457
GBP2	1.7721051863029	4.29535777895754	2.51120351123467	0.0205848247965409	0.984113259833708	-4.43713009067427
XPO4	0.637215389792996	4.51337813480621	2.39653929464141	0.0262776336455077	0.984113259833708	-4.43802294377217
SH3BP2	-0.545204029144171	5.76442816086489	-2.03395576759839	0.0552239064430326	0.984113259833708	-4.43829344239331
